#radius(zone center) density  temperature X_He4 X_C12 X_O16 X_Ne20
691
4.000000e+05  3.320000e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
1.200000e+06  3.319898e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
2.000000e+06  3.319695e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
2.800000e+06  3.319390e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
3.600000e+06  3.318984e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
4.400000e+06  3.318476e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
5.200000e+06  3.317867e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
6.000000e+06  3.317156e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
6.800000e+06  3.316344e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
7.600000e+06  3.315431e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
8.400000e+06  3.314416e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
9.200000e+06  3.313301e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
1.000000e+07  3.312085e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
1.080000e+07  3.310768e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
1.160000e+07  3.309350e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
1.240000e+07  3.307832e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
1.320000e+07  3.306214e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
1.400000e+07  3.304496e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
1.480000e+07  3.302677e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
1.560000e+07  3.300759e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
1.640000e+07  3.298742e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
1.720000e+07  3.296625e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
1.800000e+07  3.294410e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
1.880000e+07  3.292095e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
1.960000e+07  3.289682e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
2.040000e+07  3.287171e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
2.120000e+07  3.284562e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
2.200000e+07  3.281855e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
2.280000e+07  3.279051e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
2.360000e+07  3.276150e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
2.440000e+07  3.273152e+07  3.000000e+07  0.000000e+00  5.000000e-01  5.000000e-01  0.000000e+00
